mapped_snp,mapped_snp_gene,mapped_snp_mirna,ld_snp,r^2,chromosome,ld_snp_position,ld_gene_symbol,effect_size,p_adjust,tissue,gwas_id,gwas_phenotype
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.211551,0.000192166,Cells_Transformed_fibroblasts,28348047,systolic blood pressure (long-term average)
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.251269,2.8178e-06,Cells_Transformed_fibroblasts,21926974,schizophrenia
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.251269,2.8178e-06,Cells_Transformed_fibroblasts,22688191,schizophrenia
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.251269,2.8178e-06,Cells_Transformed_fibroblasts,23453885,attention deficit hyperactivity disorder
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.251269,2.8178e-06,Cells_Transformed_fibroblasts,23453885,autism
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.251269,2.8178e-06,Cells_Transformed_fibroblasts,23453885,bipolar disorder
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.251269,2.8178e-06,Cells_Transformed_fibroblasts,23453885,depression or major depressive disorder
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.251269,2.8178e-06,Cells_Transformed_fibroblasts,23453885,schizophrenia
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.251269,2.8178e-06,Cells_Transformed_fibroblasts,24861553,body mass index
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.251269,2.8178e-06,Cells_Transformed_fibroblasts,28348047,systolic blood pressure (long-term average)
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.316005,6.29741e-05,Muscle_Skeletal,21926974,schizophrenia
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.316005,6.29741e-05,Muscle_Skeletal,22688191,schizophrenia
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.316005,6.29741e-05,Muscle_Skeletal,23453885,attention deficit hyperactivity disorder
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.316005,6.29741e-05,Muscle_Skeletal,23453885,autism
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.316005,6.29741e-05,Muscle_Skeletal,23453885,bipolar disorder
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.316005,6.29741e-05,Muscle_Skeletal,23453885,depression or major depressive disorder
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.316005,6.29741e-05,Muscle_Skeletal,23453885,schizophrenia
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.316005,6.29741e-05,Muscle_Skeletal,24861553,body mass index
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.316005,6.29741e-05,Muscle_Skeletal,28348047,systolic blood pressure (long-term average)
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.407901,9.55132e-08,Thyroid,21926974,schizophrenia
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.407901,9.55132e-08,Thyroid,22688191,schizophrenia
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.407901,9.55132e-08,Thyroid,23453885,attention deficit hyperactivity disorder
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.407901,9.55132e-08,Thyroid,23453885,autism
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.407901,9.55132e-08,Thyroid,23453885,bipolar disorder
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.407901,9.55132e-08,Thyroid,23453885,depression or major depressive disorder
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.407901,9.55132e-08,Thyroid,23453885,schizophrenia
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.407901,9.55132e-08,Thyroid,24861553,body mass index
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.407901,9.55132e-08,Thyroid,28348047,systolic blood pressure (long-term average)
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.413787,3.8048e-05,Artery_Aorta,21926974,schizophrenia
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.413787,3.8048e-05,Artery_Aorta,22688191,schizophrenia
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.413787,3.8048e-05,Artery_Aorta,23453885,attention deficit hyperactivity disorder
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.413787,3.8048e-05,Artery_Aorta,23453885,autism
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.413787,3.8048e-05,Artery_Aorta,23453885,bipolar disorder
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.413787,3.8048e-05,Artery_Aorta,23453885,depression or major depressive disorder
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.413787,3.8048e-05,Artery_Aorta,23453885,schizophrenia
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.413787,3.8048e-05,Artery_Aorta,24861553,body mass index
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.413787,3.8048e-05,Artery_Aorta,28348047,systolic blood pressure (long-term average)
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.531009,1.98569e-05,Thyroid,21926974,schizophrenia
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.531009,1.98569e-05,Thyroid,22688191,schizophrenia
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.531009,1.98569e-05,Thyroid,23453885,attention deficit hyperactivity disorder
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.531009,1.98569e-05,Thyroid,23453885,autism
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.531009,1.98569e-05,Thyroid,23453885,bipolar disorder
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.531009,1.98569e-05,Thyroid,23453885,depression or major depressive disorder
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.531009,1.98569e-05,Thyroid,23453885,schizophrenia
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.531009,1.98569e-05,Thyroid,24861553,body mass index
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.531009,1.98569e-05,Thyroid,28348047,systolic blood pressure (long-term average)
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.614699,5.86977e-05,Cells_EBV-transformed_lymphocytes,21926974,schizophrenia
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.614699,5.86977e-05,Cells_EBV-transformed_lymphocytes,22688191,schizophrenia
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.614699,5.86977e-05,Cells_EBV-transformed_lymphocytes,23453885,attention deficit hyperactivity disorder
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.614699,5.86977e-05,Cells_EBV-transformed_lymphocytes,23453885,autism
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.614699,5.86977e-05,Cells_EBV-transformed_lymphocytes,23453885,bipolar disorder
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.614699,5.86977e-05,Cells_EBV-transformed_lymphocytes,23453885,depression or major depressive disorder
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.614699,5.86977e-05,Cells_EBV-transformed_lymphocytes,23453885,schizophrenia
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.614699,5.86977e-05,Cells_EBV-transformed_lymphocytes,24861553,body mass index
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,-0.614699,5.86977e-05,Cells_EBV-transformed_lymphocytes,28348047,systolic blood pressure (long-term average)
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,0.160559,6.87326e-05,Whole_Blood,21926974,schizophrenia
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,0.160559,6.87326e-05,Whole_Blood,22688191,schizophrenia
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,0.160559,6.87326e-05,Whole_Blood,23453885,attention deficit hyperactivity disorder
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,0.160559,6.87326e-05,Whole_Blood,23453885,autism
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,0.160559,6.87326e-05,Whole_Blood,23453885,bipolar disorder
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,0.160559,6.87326e-05,Whole_Blood,23453885,depression or major depressive disorder
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,0.160559,6.87326e-05,Whole_Blood,23453885,schizophrenia
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,0.160559,6.87326e-05,Whole_Blood,24861553,body mass index
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,0.160559,6.87326e-05,Whole_Blood,28348047,systolic blood pressure (long-term average)
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,0.209129,9.17247e-05,Cells_Transformed_fibroblasts,21926974,schizophrenia
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,0.209129,9.17247e-05,Cells_Transformed_fibroblasts,22688191,schizophrenia
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,0.209129,9.17247e-05,Cells_Transformed_fibroblasts,23453885,attention deficit hyperactivity disorder
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,0.209129,9.17247e-05,Cells_Transformed_fibroblasts,23453885,autism
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,0.209129,9.17247e-05,Cells_Transformed_fibroblasts,23453885,bipolar disorder
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,0.209129,9.17247e-05,Cells_Transformed_fibroblasts,23453885,depression or major depressive disorder
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,0.209129,9.17247e-05,Cells_Transformed_fibroblasts,23453885,schizophrenia
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,0.209129,9.17247e-05,Cells_Transformed_fibroblasts,24861553,body mass index
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,0.209129,9.17247e-05,Cells_Transformed_fibroblasts,28348047,systolic blood pressure (long-term average)
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,0.472782,9.16089e-06,Testis,21926974,schizophrenia
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,0.472782,9.16089e-06,Testis,22688191,schizophrenia
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,0.472782,9.16089e-06,Testis,23453885,attention deficit hyperactivity disorder
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,0.472782,9.16089e-06,Testis,23453885,autism
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,0.472782,9.16089e-06,Testis,23453885,bipolar disorder
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,0.472782,9.16089e-06,Testis,23453885,depression or major depressive disorder
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,0.472782,9.16089e-06,Testis,23453885,schizophrenia
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,0.472782,9.16089e-06,Testis,24861553,body mass index
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,0.472782,9.16089e-06,Testis,28348047,systolic blood pressure (long-term average)
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,0.766377,4.02066e-06,Pancreas,21926974,schizophrenia
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,0.766377,4.02066e-06,Pancreas,22688191,schizophrenia
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,0.766377,4.02066e-06,Pancreas,23453885,attention deficit hyperactivity disorder
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,0.766377,4.02066e-06,Pancreas,23453885,autism
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,0.766377,4.02066e-06,Pancreas,23453885,bipolar disorder
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,0.766377,4.02066e-06,Pancreas,23453885,depression or major depressive disorder
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,0.766377,4.02066e-06,Pancreas,23453885,schizophrenia
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,0.766377,4.02066e-06,Pancreas,24861553,body mass index
rs11191548,NT5C2,miR-1-3p/206,rs11191580,0.9877,10,104906211,NT5C2,0.766377,4.02066e-06,Pancreas,28348047,systolic blood pressure (long-term average)
rs11191548,NT5C2,miR-1-3p/206,rs11191593,0.9877,10,104939215,NT5C2,-0.222536,9.08377e-06,Cells_Transformed_fibroblasts,21909110,blood pressure
rs11191548,NT5C2,miR-1-3p/206,rs11191593,0.9877,10,104939215,NT5C2,-0.222536,9.08377e-06,Cells_Transformed_fibroblasts,24001895,blood pressure
rs11191548,NT5C2,miR-1-3p/206,rs11191593,0.9877,10,104939215,NT5C2,-0.222536,9.08377e-06,Cells_Transformed_fibroblasts,26390057,mean arterial pressure
rs11191548,NT5C2,miR-1-3p/206,rs11191593,0.9877,10,104939215,NT5C2,-0.367034,0.00014482,Artery_Aorta,21909110,blood pressure
rs11191548,NT5C2,miR-1-3p/206,rs11191593,0.9877,10,104939215,NT5C2,-0.367034,0.00014482,Artery_Aorta,24001895,blood pressure
rs11191548,NT5C2,miR-1-3p/206,rs11191593,0.9877,10,104939215,NT5C2,-0.367034,0.00014482,Artery_Aorta,26390057,mean arterial pressure
rs11191548,NT5C2,miR-1-3p/206,rs11191593,0.9877,10,104939215,NT5C2,-0.385938,1.32218e-07,Thyroid,21909110,blood pressure
rs11191548,NT5C2,miR-1-3p/206,rs11191593,0.9877,10,104939215,NT5C2,-0.385938,1.32218e-07,Thyroid,24001895,blood pressure
rs11191548,NT5C2,miR-1-3p/206,rs11191593,0.9877,10,104939215,NT5C2,-0.385938,1.32218e-07,Thyroid,26390057,mean arterial pressure
rs11191548,NT5C2,miR-1-3p/206,rs11191593,0.9877,10,104939215,NT5C2,-0.623074,1.22699e-07,Thyroid,21909110,blood pressure
rs11191548,NT5C2,miR-1-3p/206,rs11191593,0.9877,10,104939215,NT5C2,-0.623074,1.22699e-07,Thyroid,24001895,blood pressure
rs11191548,NT5C2,miR-1-3p/206,rs11191593,0.9877,10,104939215,NT5C2,-0.623074,1.22699e-07,Thyroid,26390057,mean arterial pressure
rs11191548,NT5C2,miR-1-3p/206,rs11191593,0.9877,10,104939215,NT5C2,0.157873,2.38327e-05,Whole_Blood,21909110,blood pressure
rs11191548,NT5C2,miR-1-3p/206,rs11191593,0.9877,10,104939215,NT5C2,0.157873,2.38327e-05,Whole_Blood,24001895,blood pressure
rs11191548,NT5C2,miR-1-3p/206,rs11191593,0.9877,10,104939215,NT5C2,0.157873,2.38327e-05,Whole_Blood,26390057,mean arterial pressure
rs11191548,NT5C2,miR-1-3p/206,rs11191593,0.9877,10,104939215,NT5C2,0.19214,0.000117065,Cells_Transformed_fibroblasts,21909110,blood pressure
rs11191548,NT5C2,miR-1-3p/206,rs11191593,0.9877,10,104939215,NT5C2,0.19214,0.000117065,Cells_Transformed_fibroblasts,24001895,blood pressure
rs11191548,NT5C2,miR-1-3p/206,rs11191593,0.9877,10,104939215,NT5C2,0.19214,0.000117065,Cells_Transformed_fibroblasts,26390057,mean arterial pressure
rs11191548,NT5C2,miR-1-3p/206,rs11191593,0.9877,10,104939215,NT5C2,0.229875,0.000105251,Esophagus_Muscularis,21909110,blood pressure
rs11191548,NT5C2,miR-1-3p/206,rs11191593,0.9877,10,104939215,NT5C2,0.229875,0.000105251,Esophagus_Muscularis,24001895,blood pressure
rs11191548,NT5C2,miR-1-3p/206,rs11191593,0.9877,10,104939215,NT5C2,0.229875,0.000105251,Esophagus_Muscularis,26390057,mean arterial pressure
rs11191548,NT5C2,miR-1-3p/206,rs11191593,0.9877,10,104939215,NT5C2,0.475687,5.90954e-06,Testis,21909110,blood pressure
rs11191548,NT5C2,miR-1-3p/206,rs11191593,0.9877,10,104939215,NT5C2,0.475687,5.90954e-06,Testis,24001895,blood pressure
rs11191548,NT5C2,miR-1-3p/206,rs11191593,0.9877,10,104939215,NT5C2,0.475687,5.90954e-06,Testis,26390057,mean arterial pressure
rs11191548,NT5C2,miR-1-3p/206,rs11191593,0.9877,10,104939215,NT5C2,0.764247,3.11605e-06,Pancreas,21909110,blood pressure
rs11191548,NT5C2,miR-1-3p/206,rs11191593,0.9877,10,104939215,NT5C2,0.764247,3.11605e-06,Pancreas,24001895,blood pressure
rs11191548,NT5C2,miR-1-3p/206,rs11191593,0.9877,10,104939215,NT5C2,0.764247,3.11605e-06,Pancreas,26390057,mean arterial pressure
rs11191548,NT5C2,miR-1-3p/206,rs12413409,0.9878,10,104719096,CNNM2,-0.200558,0.000238622,Cells_Transformed_fibroblasts,20364137,intracranial aneurysm
rs11191548,NT5C2,miR-1-3p/206,rs12413409,0.9878,10,104719096,CNNM2,-0.200558,0.000238622,Cells_Transformed_fibroblasts,21378988,coronary heart disease
rs11191548,NT5C2,miR-1-3p/206,rs12413409,0.9878,10,104719096,CNNM2,-0.200558,0.000238622,Cells_Transformed_fibroblasts,21378990,coronary heart disease
rs11191548,NT5C2,miR-1-3p/206,rs12413409,0.9878,10,104719096,CNNM2,-0.200558,0.000238622,Cells_Transformed_fibroblasts,24262325,coronary artery disease
rs11191548,NT5C2,miR-1-3p/206,rs12413409,0.9878,10,104719096,CNNM2,-0.200558,0.000238622,Cells_Transformed_fibroblasts,24262325,coronary artery disease or large artery stroke
rs11191548,NT5C2,miR-1-3p/206,rs12413409,0.9878,10,104719096,CNNM2,-0.232233,7.04362e-06,Cells_Transformed_fibroblasts,20364137,intracranial aneurysm
rs11191548,NT5C2,miR-1-3p/206,rs12413409,0.9878,10,104719096,CNNM2,-0.232233,7.04362e-06,Cells_Transformed_fibroblasts,21378988,coronary heart disease
rs11191548,NT5C2,miR-1-3p/206,rs12413409,0.9878,10,104719096,CNNM2,-0.232233,7.04362e-06,Cells_Transformed_fibroblasts,21378990,coronary heart disease
rs11191548,NT5C2,miR-1-3p/206,rs12413409,0.9878,10,104719096,CNNM2,-0.232233,7.04362e-06,Cells_Transformed_fibroblasts,24262325,coronary artery disease
rs11191548,NT5C2,miR-1-3p/206,rs12413409,0.9878,10,104719096,CNNM2,-0.232233,7.04362e-06,Cells_Transformed_fibroblasts,24262325,coronary artery disease or large artery stroke
rs11191548,NT5C2,miR-1-3p/206,rs12413409,0.9878,10,104719096,CNNM2,-0.408582,4.7753e-05,Artery_Aorta,20364137,intracranial aneurysm
rs11191548,NT5C2,miR-1-3p/206,rs12413409,0.9878,10,104719096,CNNM2,-0.408582,4.7753e-05,Artery_Aorta,21378988,coronary heart disease
rs11191548,NT5C2,miR-1-3p/206,rs12413409,0.9878,10,104719096,CNNM2,-0.408582,4.7753e-05,Artery_Aorta,21378990,coronary heart disease
rs11191548,NT5C2,miR-1-3p/206,rs12413409,0.9878,10,104719096,CNNM2,-0.408582,4.7753e-05,Artery_Aorta,24262325,coronary artery disease
rs11191548,NT5C2,miR-1-3p/206,rs12413409,0.9878,10,104719096,CNNM2,-0.408582,4.7753e-05,Artery_Aorta,24262325,coronary artery disease or large artery stroke
rs11191548,NT5C2,miR-1-3p/206,rs12413409,0.9878,10,104719096,CNNM2,-0.442347,5.95265e-09,Thyroid,20364137,intracranial aneurysm
rs11191548,NT5C2,miR-1-3p/206,rs12413409,0.9878,10,104719096,CNNM2,-0.442347,5.95265e-09,Thyroid,21378988,coronary heart disease
rs11191548,NT5C2,miR-1-3p/206,rs12413409,0.9878,10,104719096,CNNM2,-0.442347,5.95265e-09,Thyroid,21378990,coronary heart disease
rs11191548,NT5C2,miR-1-3p/206,rs12413409,0.9878,10,104719096,CNNM2,-0.442347,5.95265e-09,Thyroid,24262325,coronary artery disease
rs11191548,NT5C2,miR-1-3p/206,rs12413409,0.9878,10,104719096,CNNM2,-0.442347,5.95265e-09,Thyroid,24262325,coronary artery disease or large artery stroke
rs11191548,NT5C2,miR-1-3p/206,rs12413409,0.9878,10,104719096,CNNM2,-0.719281,4.13797e-09,Thyroid,20364137,intracranial aneurysm
rs11191548,NT5C2,miR-1-3p/206,rs12413409,0.9878,10,104719096,CNNM2,-0.719281,4.13797e-09,Thyroid,21378988,coronary heart disease
rs11191548,NT5C2,miR-1-3p/206,rs12413409,0.9878,10,104719096,CNNM2,-0.719281,4.13797e-09,Thyroid,21378990,coronary heart disease
rs11191548,NT5C2,miR-1-3p/206,rs12413409,0.9878,10,104719096,CNNM2,-0.719281,4.13797e-09,Thyroid,24262325,coronary artery disease
rs11191548,NT5C2,miR-1-3p/206,rs12413409,0.9878,10,104719096,CNNM2,-0.719281,4.13797e-09,Thyroid,24262325,coronary artery disease or large artery stroke
rs11191548,NT5C2,miR-1-3p/206,rs12413409,0.9878,10,104719096,CNNM2,0.15953,3.65798e-05,Whole_Blood,20364137,intracranial aneurysm
rs11191548,NT5C2,miR-1-3p/206,rs12413409,0.9878,10,104719096,CNNM2,0.15953,3.65798e-05,Whole_Blood,21378988,coronary heart disease
rs11191548,NT5C2,miR-1-3p/206,rs12413409,0.9878,10,104719096,CNNM2,0.15953,3.65798e-05,Whole_Blood,21378990,coronary heart disease
rs11191548,NT5C2,miR-1-3p/206,rs12413409,0.9878,10,104719096,CNNM2,0.15953,3.65798e-05,Whole_Blood,24262325,coronary artery disease
rs11191548,NT5C2,miR-1-3p/206,rs12413409,0.9878,10,104719096,CNNM2,0.15953,3.65798e-05,Whole_Blood,24262325,coronary artery disease or large artery stroke
rs11191548,NT5C2,miR-1-3p/206,rs12413409,0.9878,10,104719096,CNNM2,0.454403,8.39158e-05,Testis,20364137,intracranial aneurysm
rs11191548,NT5C2,miR-1-3p/206,rs12413409,0.9878,10,104719096,CNNM2,0.454403,8.39158e-05,Testis,21378988,coronary heart disease
rs11191548,NT5C2,miR-1-3p/206,rs12413409,0.9878,10,104719096,CNNM2,0.454403,8.39158e-05,Testis,21378990,coronary heart disease
rs11191548,NT5C2,miR-1-3p/206,rs12413409,0.9878,10,104719096,CNNM2,0.454403,8.39158e-05,Testis,24262325,coronary artery disease
rs11191548,NT5C2,miR-1-3p/206,rs12413409,0.9878,10,104719096,CNNM2,0.454403,8.39158e-05,Testis,24262325,coronary artery disease or large artery stroke
rs11191548,NT5C2,miR-1-3p/206,rs12413409,0.9878,10,104719096,CNNM2,0.805602,8.4819e-07,Pancreas,20364137,intracranial aneurysm
rs11191548,NT5C2,miR-1-3p/206,rs12413409,0.9878,10,104719096,CNNM2,0.805602,8.4819e-07,Pancreas,21378988,coronary heart disease
rs11191548,NT5C2,miR-1-3p/206,rs12413409,0.9878,10,104719096,CNNM2,0.805602,8.4819e-07,Pancreas,21378990,coronary heart disease
rs11191548,NT5C2,miR-1-3p/206,rs12413409,0.9878,10,104719096,CNNM2,0.805602,8.4819e-07,Pancreas,24262325,coronary artery disease
rs11191548,NT5C2,miR-1-3p/206,rs12413409,0.9878,10,104719096,CNNM2,0.805602,8.4819e-07,Pancreas,24262325,coronary artery disease or large artery stroke
rs11191548,NT5C2,miR-1-3p/206,rs17115100,0.9416,10,104591393,CYP17A1,-0.193977,0.000191127,Cells_Transformed_fibroblasts,19915575,parkinsons disease
rs11191548,NT5C2,miR-1-3p/206,rs17115100,0.9416,10,104591393,CYP17A1,-0.22528,4.72976e-06,Cells_Transformed_fibroblasts,19915575,parkinsons disease
rs11191548,NT5C2,miR-1-3p/206,rs17115100,0.9416,10,104591393,CYP17A1,-0.39914,1.29941e-08,Thyroid,19915575,parkinsons disease
rs11191548,NT5C2,miR-1-3p/206,rs17115100,0.9416,10,104591393,CYP17A1,-0.423572,1.24739e-05,Artery_Aorta,19915575,parkinsons disease
rs11191548,NT5C2,miR-1-3p/206,rs17115100,0.9416,10,104591393,CYP17A1,-0.596046,3.44844e-05,Cells_EBV-transformed_lymphocytes,19915575,parkinsons disease
rs11191548,NT5C2,miR-1-3p/206,rs17115100,0.9416,10,104591393,CYP17A1,-0.603897,1.0404e-07,Thyroid,19915575,parkinsons disease
rs11191548,NT5C2,miR-1-3p/206,rs17115100,0.9416,10,104591393,CYP17A1,-0.613318,7.51213e-07,Testis,19915575,parkinsons disease
rs11191548,NT5C2,miR-1-3p/206,rs17115100,0.9416,10,104591393,CYP17A1,0.151027,4.3509e-05,Whole_Blood,19915575,parkinsons disease
rs11191548,NT5C2,miR-1-3p/206,rs17115100,0.9416,10,104591393,CYP17A1,0.494958,5.88978e-06,Testis,19915575,parkinsons disease
rs11191548,NT5C2,miR-1-3p/206,rs17115100,0.9416,10,104591393,CYP17A1,0.603111,5.6948e-06,Adipose_Visceral_Omentum,19915575,parkinsons disease
rs11191548,NT5C2,miR-1-3p/206,rs17115100,0.9416,10,104591393,CYP17A1,0.658111,3.89374e-05,Pancreas,19915575,parkinsons disease
rs11191548,NT5C2,miR-1-3p/206,rs3824755,0.9307,10,104595849,CYP17A1,-0.167779,0.000214373,Cells_Transformed_fibroblasts,24001895,blood pressure
rs11191548,NT5C2,miR-1-3p/206,rs3824755,0.9307,10,104595849,CYP17A1,-0.324136,3.5628e-07,Thyroid,24001895,blood pressure
rs11191548,NT5C2,miR-1-3p/206,rs3824755,0.9307,10,104595849,CYP17A1,-0.344196,0.000150971,Artery_Aorta,24001895,blood pressure
