mapped_snp_id,mapped_snps_gene,ld_snp,r^2,ld_snp_chromosome,ld_snp_position,ld_gene_symbol,correlation,p_adjust,regulated_vip_gene,tissue
rs9262634,HCG22,rs9262638,0.937461,6,31025989,HCG22,-0.227158,1.43672e-06,HLA-B,Muscle_Skeletal
rs9262635,HCG22,rs9262638,1,6,31025989,HCG22,-0.227158,1.43672e-06,HLA-B,Muscle_Skeletal
rs9262636,HCG22,rs9262638,1,6,31025989,HCG22,-0.227158,1.43672e-06,HLA-B,Muscle_Skeletal
rs9262637,HCG22,rs9262638,1,6,31025989,HCG22,-0.227158,1.43672e-06,HLA-B,Muscle_Skeletal
rs9262616,HCG22,rs9262639,0.984179,6,31026009,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs9262618,HCG22,rs9262639,0.984179,6,31026009,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs9262620,HCG22,rs9262639,1,6,31026009,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs9262626,HCG22,rs9262639,1,6,31026009,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs7744253,HCG22,rs9262639,0.879583,6,31026009,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs9262630,HCG22,rs9262639,1,6,31026009,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs3764808,HCG22,rs9262639,1,6,31026009,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs7356893,HCG22,rs9262639,1,6,31026009,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs9262633,HCG22,rs9262639,1,6,31026009,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs9262634,HCG22,rs9262639,0.937461,6,31026009,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs9262635,HCG22,rs9262639,1,6,31026009,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs9262636,HCG22,rs9262639,1,6,31026009,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs9262637,HCG22,rs9262639,1,6,31026009,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs9262638,HCG22,rs9262639,1,6,31026009,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs9262616,HCG22,rs9262640,0.984179,6,31026353,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs9262618,HCG22,rs9262640,0.984179,6,31026353,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs9262620,HCG22,rs9262640,1,6,31026353,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs9262626,HCG22,rs9262640,1,6,31026353,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs7744253,HCG22,rs9262640,0.879583,6,31026353,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs9262630,HCG22,rs9262640,1,6,31026353,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs3764808,HCG22,rs9262640,1,6,31026353,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs7356893,HCG22,rs9262640,1,6,31026353,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs9262633,HCG22,rs9262640,1,6,31026353,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs9262634,HCG22,rs9262640,0.937461,6,31026353,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs9262635,HCG22,rs9262640,1,6,31026353,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs9262636,HCG22,rs9262640,1,6,31026353,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs9262637,HCG22,rs9262640,1,6,31026353,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs9262638,HCG22,rs9262640,1,6,31026353,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs9262639,HCG22,rs9262640,1,6,31026353,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs2523854,HCG22,rs2517523,0.960285,6,31026434,HCG22,-0.209402,2.32896e-07,HLA-B,Muscle_Skeletal
rs9262625,HCG22,rs2517523,1,6,31026434,HCG22,-0.209402,2.32896e-07,HLA-B,Muscle_Skeletal
rs9262628,HCG22,rs2517523,1,6,31026434,HCG22,-0.209402,2.32896e-07,HLA-B,Muscle_Skeletal
rs9262629,HCG22,rs2517523,0.99191,6,31026434,HCG22,-0.209402,2.32896e-07,HLA-B,Muscle_Skeletal
rs2523852,HCG22,rs2517523,1,6,31026434,HCG22,-0.209402,2.32896e-07,HLA-B,Muscle_Skeletal
rs2517525,HCG22,rs2517523,0.995943,6,31026434,HCG22,-0.209402,2.32896e-07,HLA-B,Muscle_Skeletal
rs9262616,HCG22,rs9262641,0.984179,6,31026541,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs9262618,HCG22,rs9262641,0.984179,6,31026541,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs9262620,HCG22,rs9262641,1,6,31026541,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs9262626,HCG22,rs9262641,1,6,31026541,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs7744253,HCG22,rs9262641,0.879583,6,31026541,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs9262630,HCG22,rs9262641,1,6,31026541,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs3764808,HCG22,rs9262641,1,6,31026541,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs7356893,HCG22,rs9262641,1,6,31026541,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs9262633,HCG22,rs9262641,1,6,31026541,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs9262634,HCG22,rs9262641,0.937461,6,31026541,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs9262635,HCG22,rs9262641,1,6,31026541,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs9262636,HCG22,rs9262641,1,6,31026541,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs9262637,HCG22,rs9262641,1,6,31026541,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs9262638,HCG22,rs9262641,1,6,31026541,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs9262639,HCG22,rs9262641,1,6,31026541,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs9262640,HCG22,rs9262641,1,6,31026541,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs2523854,HCG22,rs2523846,0.960285,6,31026589,HCG22,-0.209402,2.32896e-07,HLA-B,Muscle_Skeletal
rs9262625,HCG22,rs2523846,1,6,31026589,HCG22,-0.209402,2.32896e-07,HLA-B,Muscle_Skeletal
rs9262628,HCG22,rs2523846,1,6,31026589,HCG22,-0.209402,2.32896e-07,HLA-B,Muscle_Skeletal
rs9262629,HCG22,rs2523846,0.99191,6,31026589,HCG22,-0.209402,2.32896e-07,HLA-B,Muscle_Skeletal
rs2523852,HCG22,rs2523846,1,6,31026589,HCG22,-0.209402,2.32896e-07,HLA-B,Muscle_Skeletal
rs2517525,HCG22,rs2523846,0.995943,6,31026589,HCG22,-0.209402,2.32896e-07,HLA-B,Muscle_Skeletal
rs2517523,HCG22,rs2523846,1,6,31026589,HCG22,-0.209402,2.32896e-07,HLA-B,Muscle_Skeletal
rs9262616,HCG22,rs9262642,0.984179,6,31026712,HCG22,-0.229575,1.53079e-06,HLA-B,Muscle_Skeletal
rs9262618,HCG22,rs9262642,0.984179,6,31026712,HCG22,-0.229575,1.53079e-06,HLA-B,Muscle_Skeletal
rs9262620,HCG22,rs9262642,1,6,31026712,HCG22,-0.229575,1.53079e-06,HLA-B,Muscle_Skeletal
rs9262626,HCG22,rs9262642,1,6,31026712,HCG22,-0.229575,1.53079e-06,HLA-B,Muscle_Skeletal
rs7744253,HCG22,rs9262642,0.879583,6,31026712,HCG22,-0.229575,1.53079e-06,HLA-B,Muscle_Skeletal
rs9262630,HCG22,rs9262642,1,6,31026712,HCG22,-0.229575,1.53079e-06,HLA-B,Muscle_Skeletal
rs3764808,HCG22,rs9262642,1,6,31026712,HCG22,-0.229575,1.53079e-06,HLA-B,Muscle_Skeletal
rs7356893,HCG22,rs9262642,1,6,31026712,HCG22,-0.229575,1.53079e-06,HLA-B,Muscle_Skeletal
rs9262633,HCG22,rs9262642,1,6,31026712,HCG22,-0.229575,1.53079e-06,HLA-B,Muscle_Skeletal
rs9262634,HCG22,rs9262642,0.937461,6,31026712,HCG22,-0.229575,1.53079e-06,HLA-B,Muscle_Skeletal
rs9262635,HCG22,rs9262642,1,6,31026712,HCG22,-0.229575,1.53079e-06,HLA-B,Muscle_Skeletal
rs9262636,HCG22,rs9262642,1,6,31026712,HCG22,-0.229575,1.53079e-06,HLA-B,Muscle_Skeletal
rs9262637,HCG22,rs9262642,1,6,31026712,HCG22,-0.229575,1.53079e-06,HLA-B,Muscle_Skeletal
rs9262638,HCG22,rs9262642,1,6,31026712,HCG22,-0.229575,1.53079e-06,HLA-B,Muscle_Skeletal
rs9262639,HCG22,rs9262642,1,6,31026712,HCG22,-0.229575,1.53079e-06,HLA-B,Muscle_Skeletal
rs9262640,HCG22,rs9262642,1,6,31026712,HCG22,-0.229575,1.53079e-06,HLA-B,Muscle_Skeletal
rs9262641,HCG22,rs9262642,1,6,31026712,HCG22,-0.229575,1.53079e-06,HLA-B,Muscle_Skeletal
rs9262616,HCG22,rs7741049,0.978989,6,31026888,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs9262618,HCG22,rs7741049,0.978989,6,31026888,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs9262620,HCG22,rs7741049,0.994726,6,31026888,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs9262626,HCG22,rs7741049,0.994726,6,31026888,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs7744253,HCG22,rs7741049,0.874627,6,31026888,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs9262630,HCG22,rs7741049,0.994726,6,31026888,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs3764808,HCG22,rs7741049,0.994726,6,31026888,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs7356893,HCG22,rs7741049,0.994726,6,31026888,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs9262633,HCG22,rs7741049,0.994726,6,31026888,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs9262634,HCG22,rs7741049,0.932517,6,31026888,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs9262635,HCG22,rs7741049,0.994726,6,31026888,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs9262636,HCG22,rs7741049,0.994726,6,31026888,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs9262637,HCG22,rs7741049,0.994726,6,31026888,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs9262638,HCG22,rs7741049,0.994726,6,31026888,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs9262639,HCG22,rs7741049,0.994726,6,31026888,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs9262640,HCG22,rs7741049,0.994726,6,31026888,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs9262641,HCG22,rs7741049,0.994726,6,31026888,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs9262642,HCG22,rs7741049,0.994726,6,31026888,HCG22,-0.229566,1.53205e-06,HLA-B,Muscle_Skeletal
rs9262616,HCG22,rs7745521,0.921147,6,31027510,HCG22,-0.210958,1.25165e-05,HLA-B,Muscle_Skeletal
rs9262618,HCG22,rs7745521,0.921147,6,31027510,HCG22,-0.210958,1.25165e-05,HLA-B,Muscle_Skeletal
rs9262620,HCG22,rs7745521,0.937461,6,31027510,HCG22,-0.210958,1.25165e-05,HLA-B,Muscle_Skeletal
rs9262626,HCG22,rs7745521,0.937461,6,31027510,HCG22,-0.210958,1.25165e-05,HLA-B,Muscle_Skeletal
rs7744253,HCG22,rs7745521,0.824575,6,31027510,HCG22,-0.210958,1.25165e-05,HLA-B,Muscle_Skeletal
rs9262630,HCG22,rs7745521,0.937461,6,31027510,HCG22,-0.210958,1.25165e-05,HLA-B,Muscle_Skeletal
rs3764808,HCG22,rs7745521,0.937461,6,31027510,HCG22,-0.210958,1.25165e-05,HLA-B,Muscle_Skeletal
rs7356893,HCG22,rs7745521,0.937461,6,31027510,HCG22,-0.210958,1.25165e-05,HLA-B,Muscle_Skeletal
rs9262633,HCG22,rs7745521,0.937461,6,31027510,HCG22,-0.210958,1.25165e-05,HLA-B,Muscle_Skeletal
rs9262634,HCG22,rs7745521,1,6,31027510,HCG22,-0.210958,1.25165e-05,HLA-B,Muscle_Skeletal
rs9262635,HCG22,rs7745521,0.937461,6,31027510,HCG22,-0.210958,1.25165e-05,HLA-B,Muscle_Skeletal
rs9262636,HCG22,rs7745521,0.937461,6,31027510,HCG22,-0.210958,1.25165e-05,HLA-B,Muscle_Skeletal
rs9262637,HCG22,rs7745521,0.937461,6,31027510,HCG22,-0.210958,1.25165e-05,HLA-B,Muscle_Skeletal
rs9262638,HCG22,rs7745521,0.937461,6,31027510,HCG22,-0.210958,1.25165e-05,HLA-B,Muscle_Skeletal
rs9262639,HCG22,rs7745521,0.937461,6,31027510,HCG22,-0.210958,1.25165e-05,HLA-B,Muscle_Skeletal
rs9262640,HCG22,rs7745521,0.937461,6,31027510,HCG22,-0.210958,1.25165e-05,HLA-B,Muscle_Skeletal
rs9262641,HCG22,rs7745521,0.937461,6,31027510,HCG22,-0.210958,1.25165e-05,HLA-B,Muscle_Skeletal
rs9262642,HCG22,rs7745521,0.937461,6,31027510,HCG22,-0.210958,1.25165e-05,HLA-B,Muscle_Skeletal
rs7741049,HCG22,rs7745521,0.932517,6,31027510,HCG22,-0.210958,1.25165e-05,HLA-B,Muscle_Skeletal
rs55644935,TCF20,rs1107553,0.99372,22,42667473,TCF20,0.556438,1.51247e-13,CYP2D6,Muscle_Skeletal
rs55644935,TCF20,rs1107554,0.99372,22,42667594,TCF20,0.556438,1.51247e-13,CYP2D6,Muscle_Skeletal
rs1107553,TCF20,rs1107554,1,22,42667594,TCF20,0.556438,1.51247e-13,CYP2D6,Muscle_Skeletal
rs55644935,TCF20,rs5758690,0.987463,22,42668295,TCF20,0.542777,2.67267e-13,CYP2D6,Muscle_Skeletal
rs1107553,TCF20,rs5758690,0.99372,22,42668295,TCF20,0.542777,2.67267e-13,CYP2D6,Muscle_Skeletal
rs1107554,TCF20,rs5758690,0.99372,22,42668295,TCF20,0.542777,2.67267e-13,CYP2D6,Muscle_Skeletal
rs55644935,TCF20,rs5758691,0.99372,22,42668504,TCF20,0.556438,1.51247e-13,CYP2D6,Muscle_Skeletal
rs1107553,TCF20,rs5758691,1,22,42668504,TCF20,0.556438,1.51247e-13,CYP2D6,Muscle_Skeletal
rs1107554,TCF20,rs5758691,1,22,42668504,TCF20,0.556438,1.51247e-13,CYP2D6,Muscle_Skeletal
rs5758690,TCF20,rs5758691,0.99372,22,42668504,TCF20,0.556438,1.51247e-13,CYP2D6,Muscle_Skeletal
rs55644935,TCF20,rs5758692,0.99372,22,42669029,TCF20,0.55911,1.44253e-13,CYP2D6,Muscle_Skeletal
rs1107553,TCF20,rs5758692,1,22,42669029,TCF20,0.55911,1.44253e-13,CYP2D6,Muscle_Skeletal
rs1107554,TCF20,rs5758692,1,22,42669029,TCF20,0.55911,1.44253e-13,CYP2D6,Muscle_Skeletal
rs5758690,TCF20,rs5758692,0.99372,22,42669029,TCF20,0.55911,1.44253e-13,CYP2D6,Muscle_Skeletal
rs5758691,TCF20,rs5758692,1,22,42669029,TCF20,0.55911,1.44253e-13,CYP2D6,Muscle_Skeletal
rs55644935,TCF20,rs1001587,0.987463,22,42670111,TCF20,0.556288,1.55132e-13,CYP2D6,Muscle_Skeletal
rs1107553,TCF20,rs1001587,0.99372,22,42670111,TCF20,0.556288,1.55132e-13,CYP2D6,Muscle_Skeletal
rs1107554,TCF20,rs1001587,0.99372,22,42670111,TCF20,0.556288,1.55132e-13,CYP2D6,Muscle_Skeletal
rs5758690,TCF20,rs1001587,0.987463,22,42670111,TCF20,0.556288,1.55132e-13,CYP2D6,Muscle_Skeletal
rs5758691,TCF20,rs1001587,0.99372,22,42670111,TCF20,0.556288,1.55132e-13,CYP2D6,Muscle_Skeletal
rs5758692,TCF20,rs1001587,0.99372,22,42670111,TCF20,0.556288,1.55132e-13,CYP2D6,Muscle_Skeletal
rs55644935,TCF20,rs1001586,0.99372,22,42670293,TCF20,0.556438,1.51247e-13,CYP2D6,Muscle_Skeletal
rs1107553,TCF20,rs1001586,1,22,42670293,TCF20,0.556438,1.51247e-13,CYP2D6,Muscle_Skeletal
rs1107554,TCF20,rs1001586,1,22,42670293,TCF20,0.556438,1.51247e-13,CYP2D6,Muscle_Skeletal
rs5758690,TCF20,rs1001586,0.99372,22,42670293,TCF20,0.556438,1.51247e-13,CYP2D6,Muscle_Skeletal
rs5758691,TCF20,rs1001586,1,22,42670293,TCF20,0.556438,1.51247e-13,CYP2D6,Muscle_Skeletal
rs5758692,TCF20,rs1001586,1,22,42670293,TCF20,0.556438,1.51247e-13,CYP2D6,Muscle_Skeletal
rs1001587,TCF20,rs1001586,0.99372,22,42670293,TCF20,0.556438,1.51247e-13,CYP2D6,Muscle_Skeletal
rs55644935,TCF20,rs739147,0.99372,22,42671066,TCF20,0.551241,3.20236e-13,CYP2D6,Muscle_Skeletal
rs1107553,TCF20,rs739147,1,22,42671066,TCF20,0.551241,3.20236e-13,CYP2D6,Muscle_Skeletal
rs1107554,TCF20,rs739147,1,22,42671066,TCF20,0.551241,3.20236e-13,CYP2D6,Muscle_Skeletal
rs5758690,TCF20,rs739147,0.99372,22,42671066,TCF20,0.551241,3.20236e-13,CYP2D6,Muscle_Skeletal
rs5758691,TCF20,rs739147,1,22,42671066,TCF20,0.551241,3.20236e-13,CYP2D6,Muscle_Skeletal
rs5758692,TCF20,rs739147,1,22,42671066,TCF20,0.551241,3.20236e-13,CYP2D6,Muscle_Skeletal
rs1001587,TCF20,rs739147,0.99372,22,42671066,TCF20,0.551241,3.20236e-13,CYP2D6,Muscle_Skeletal
rs1001586,TCF20,rs739147,1,22,42671066,TCF20,0.551241,3.20236e-13,CYP2D6,Muscle_Skeletal
rs55644935,TCF20,rs1107553,0.99372,22,42667473,TCF20,0.562398,1.33332e-05,CYP2D6,Brain_Nucleus_accumbens_basal_ganglia
rs55644935,TCF20,rs1107554,0.99372,22,42667594,TCF20,0.562398,1.33332e-05,CYP2D6,Brain_Nucleus_accumbens_basal_ganglia
rs1107553,TCF20,rs1107554,1,22,42667594,TCF20,0.562398,1.33332e-05,CYP2D6,Brain_Nucleus_accumbens_basal_ganglia
rs55644935,TCF20,rs5758690,0.987463,22,42668295,TCF20,0.563407,1.28807e-05,CYP2D6,Brain_Nucleus_accumbens_basal_ganglia
rs1107553,TCF20,rs5758690,0.99372,22,42668295,TCF20,0.563407,1.28807e-05,CYP2D6,Brain_Nucleus_accumbens_basal_ganglia
rs1107554,TCF20,rs5758690,0.99372,22,42668295,TCF20,0.563407,1.28807e-05,CYP2D6,Brain_Nucleus_accumbens_basal_ganglia
rs55644935,TCF20,rs5758691,0.99372,22,42668504,TCF20,0.562398,1.33332e-05,CYP2D6,Brain_Nucleus_accumbens_basal_ganglia
rs1107553,TCF20,rs5758691,1,22,42668504,TCF20,0.562398,1.33332e-05,CYP2D6,Brain_Nucleus_accumbens_basal_ganglia
rs1107554,TCF20,rs5758691,1,22,42668504,TCF20,0.562398,1.33332e-05,CYP2D6,Brain_Nucleus_accumbens_basal_ganglia
rs5758690,TCF20,rs5758691,0.99372,22,42668504,TCF20,0.562398,1.33332e-05,CYP2D6,Brain_Nucleus_accumbens_basal_ganglia
rs55644935,TCF20,rs5758692,0.99372,22,42669029,TCF20,0.562795,1.32896e-05,CYP2D6,Brain_Nucleus_accumbens_basal_ganglia
rs1107553,TCF20,rs5758692,1,22,42669029,TCF20,0.562795,1.32896e-05,CYP2D6,Brain_Nucleus_accumbens_basal_ganglia
rs1107554,TCF20,rs5758692,1,22,42669029,TCF20,0.562795,1.32896e-05,CYP2D6,Brain_Nucleus_accumbens_basal_ganglia
rs5758690,TCF20,rs5758692,0.99372,22,42669029,TCF20,0.562795,1.32896e-05,CYP2D6,Brain_Nucleus_accumbens_basal_ganglia
rs5758691,TCF20,rs5758692,1,22,42669029,TCF20,0.562795,1.32896e-05,CYP2D6,Brain_Nucleus_accumbens_basal_ganglia
rs55644935,TCF20,rs1001587,0.987463,22,42670111,TCF20,0.562573,1.3298e-05,CYP2D6,Brain_Nucleus_accumbens_basal_ganglia
rs1107553,TCF20,rs1001587,0.99372,22,42670111,TCF20,0.562573,1.3298e-05,CYP2D6,Brain_Nucleus_accumbens_basal_ganglia
rs1107554,TCF20,rs1001587,0.99372,22,42670111,TCF20,0.562573,1.3298e-05,CYP2D6,Brain_Nucleus_accumbens_basal_ganglia
rs5758690,TCF20,rs1001587,0.987463,22,42670111,TCF20,0.562573,1.3298e-05,CYP2D6,Brain_Nucleus_accumbens_basal_ganglia
rs5758691,TCF20,rs1001587,0.99372,22,42670111,TCF20,0.562573,1.3298e-05,CYP2D6,Brain_Nucleus_accumbens_basal_ganglia
rs5758692,TCF20,rs1001587,0.99372,22,42670111,TCF20,0.562573,1.3298e-05,CYP2D6,Brain_Nucleus_accumbens_basal_ganglia
rs55644935,TCF20,rs1001586,0.99372,22,42670293,TCF20,0.562398,1.33332e-05,CYP2D6,Brain_Nucleus_accumbens_basal_ganglia
rs1107553,TCF20,rs1001586,1,22,42670293,TCF20,0.562398,1.33332e-05,CYP2D6,Brain_Nucleus_accumbens_basal_ganglia
rs1107554,TCF20,rs1001586,1,22,42670293,TCF20,0.562398,1.33332e-05,CYP2D6,Brain_Nucleus_accumbens_basal_ganglia
rs5758690,TCF20,rs1001586,0.99372,22,42670293,TCF20,0.562398,1.33332e-05,CYP2D6,Brain_Nucleus_accumbens_basal_ganglia
rs5758691,TCF20,rs1001586,1,22,42670293,TCF20,0.562398,1.33332e-05,CYP2D6,Brain_Nucleus_accumbens_basal_ganglia
rs5758692,TCF20,rs1001586,1,22,42670293,TCF20,0.562398,1.33332e-05,CYP2D6,Brain_Nucleus_accumbens_basal_ganglia
rs1001587,TCF20,rs1001586,0.99372,22,42670293,TCF20,0.562398,1.33332e-05,CYP2D6,Brain_Nucleus_accumbens_basal_ganglia
rs55644935,TCF20,rs739147,0.99372,22,42671066,TCF20,0.562398,1.33332e-05,CYP2D6,Brain_Nucleus_accumbens_basal_ganglia
rs1107553,TCF20,rs739147,1,22,42671066,TCF20,0.562398,1.33332e-05,CYP2D6,Brain_Nucleus_accumbens_basal_ganglia
rs1107554,TCF20,rs739147,1,22,42671066,TCF20,0.562398,1.33332e-05,CYP2D6,Brain_Nucleus_accumbens_basal_ganglia
rs5758690,TCF20,rs739147,0.99372,22,42671066,TCF20,0.562398,1.33332e-05,CYP2D6,Brain_Nucleus_accumbens_basal_ganglia
rs5758691,TCF20,rs739147,1,22,42671066,TCF20,0.562398,1.33332e-05,CYP2D6,Brain_Nucleus_accumbens_basal_ganglia
rs5758692,TCF20,rs739147,1,22,42671066,TCF20,0.562398,1.33332e-05,CYP2D6,Brain_Nucleus_accumbens_basal_ganglia
rs1001587,TCF20,rs739147,0.99372,22,42671066,TCF20,0.562398,1.33332e-05,CYP2D6,Brain_Nucleus_accumbens_basal_ganglia
rs1001586,TCF20,rs739147,1,22,42671066,TCF20,0.562398,1.33332e-05,CYP2D6,Brain_Nucleus_accumbens_basal_ganglia
rs55644935,TCF20,rs1107553,0.99372,22,42667473,TCF20,0.712774,1.24971e-08,CYP2D6,Adrenal_Gland
rs55644935,TCF20,rs1107554,0.99372,22,42667594,TCF20,0.712774,1.24971e-08,CYP2D6,Adrenal_Gland
rs1107553,TCF20,rs1107554,1,22,42667594,TCF20,0.712774,1.24971e-08,CYP2D6,Adrenal_Gland
rs55644935,TCF20,rs5758690,0.987463,22,42668295,TCF20,0.616062,1.11172e-06,CYP2D6,Adrenal_Gland
rs1107553,TCF20,rs5758690,0.99372,22,42668295,TCF20,0.616062,1.11172e-06,CYP2D6,Adrenal_Gland
rs1107554,TCF20,rs5758690,0.99372,22,42668295,TCF20,0.616062,1.11172e-06,CYP2D6,Adrenal_Gland
rs55644935,TCF20,rs5758691,0.99372,22,42668504,TCF20,0.712774,1.24971e-08,CYP2D6,Adrenal_Gland
rs1107553,TCF20,rs5758691,1,22,42668504,TCF20,0.712774,1.24971e-08,CYP2D6,Adrenal_Gland
rs1107554,TCF20,rs5758691,1,22,42668504,TCF20,0.712774,1.24971e-08,CYP2D6,Adrenal_Gland
rs5758690,TCF20,rs5758691,0.99372,22,42668504,TCF20,0.712774,1.24971e-08,CYP2D6,Adrenal_Gland
rs55644935,TCF20,rs5758692,0.99372,22,42669029,TCF20,0.712787,1.40493e-08,CYP2D6,Adrenal_Gland
rs1107553,TCF20,rs5758692,1,22,42669029,TCF20,0.712787,1.40493e-08,CYP2D6,Adrenal_Gland
rs1107554,TCF20,rs5758692,1,22,42669029,TCF20,0.712787,1.40493e-08,CYP2D6,Adrenal_Gland
rs5758690,TCF20,rs5758692,0.99372,22,42669029,TCF20,0.712787,1.40493e-08,CYP2D6,Adrenal_Gland
rs5758691,TCF20,rs5758692,1,22,42669029,TCF20,0.712787,1.40493e-08,CYP2D6,Adrenal_Gland
rs55644935,TCF20,rs1001587,0.987463,22,42670111,TCF20,0.713541,1.21459e-08,CYP2D6,Adrenal_Gland
rs1107553,TCF20,rs1001587,0.99372,22,42670111,TCF20,0.713541,1.21459e-08,CYP2D6,Adrenal_Gland
rs1107554,TCF20,rs1001587,0.99372,22,42670111,TCF20,0.713541,1.21459e-08,CYP2D6,Adrenal_Gland
rs5758690,TCF20,rs1001587,0.987463,22,42670111,TCF20,0.713541,1.21459e-08,CYP2D6,Adrenal_Gland
rs5758691,TCF20,rs1001587,0.99372,22,42670111,TCF20,0.713541,1.21459e-08,CYP2D6,Adrenal_Gland
rs5758692,TCF20,rs1001587,0.99372,22,42670111,TCF20,0.713541,1.21459e-08,CYP2D6,Adrenal_Gland
rs55644935,TCF20,rs1001586,0.99372,22,42670293,TCF20,0.712774,1.24971e-08,CYP2D6,Adrenal_Gland
rs1107553,TCF20,rs1001586,1,22,42670293,TCF20,0.712774,1.24971e-08,CYP2D6,Adrenal_Gland
rs1107554,TCF20,rs1001586,1,22,42670293,TCF20,0.712774,1.24971e-08,CYP2D6,Adrenal_Gland
rs5758690,TCF20,rs1001586,0.99372,22,42670293,TCF20,0.712774,1.24971e-08,CYP2D6,Adrenal_Gland
rs5758691,TCF20,rs1001586,1,22,42670293,TCF20,0.712774,1.24971e-08,CYP2D6,Adrenal_Gland
rs5758692,TCF20,rs1001586,1,22,42670293,TCF20,0.712774,1.24971e-08,CYP2D6,Adrenal_Gland
